Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,How_to_go_1,How_to_go_2,How_to_go_3,How_to_go_4,How_to_go_5,Budget_Transportation_1,Budget_Transportation_2,Budget_Transportation_3,Budget_Transportation_4,Budget_Transportation_5,Budget_Transportation_6,Budget_Transportation_7,Budget_Transportation_8,Who_1,Who_2,Who_3,Who_4,Who_5,Who_6,Activity_1,Activity_2,Activity_3,Activity_4,Activity_5,Activity_6,Activity_7,Activity_8,StreetFood_1,StreetFood_2,Budget_Food_1,Budget_Food_2,Budget_Food_3,Budget_Food_4,Budget_Food_5,Budget_Food_6,Package_1,Package_2,Overnight_1,Overnight_2,Night_1,Night_2,Night_3,Night_4,Night_5,Night_6,Night_7,Stay_1,Stay_2,Stay_3,Stay_4,Stay_5,Stay_6,Budget_Stay_1,Budget_Stay_2,Budget_Stay_3,Budget_Stay_4,Budget_Stay_5,Budget_Stay_6,Budget_Stay_7,Budget_Stay_8,Budget_Stay_9,Budget_Stay_10,Budget_Stay_11,Budget_Stay_12,Gender_1,Gender_2,Gender_3,Age_Range_1,Age_Range_2,Age_Range_3,Age_Range_4,Age_Range_5,Age_Range_6,Religion_1,Religion_2,Religion_3,Religion_4,Status_1,Status_2,Status_3,Status_4,Status_5,Status_6,Career_1,Career_2,Career_3,Career_4,Career_5,Career_6,Career_7,Career_8,Career_9,Salary_1,Salary_2,Salary_3,Salary_4,Salary_5,Salary_6,Salary_7,Education_1,Education_2,Education_3,Education_4,Education_5,Education_6
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
